skippedBeat, drNoTrigger, missingData, timestep (us), accelX, accelY
0, 0, 0, 7703913, 62509, 0
0, 0, 0, 7705929, 36047, 0
0, 0, 0, 7707941, 63046, 0
0, 0, 0, 7709953, 12585, 0
0, 0, 0, 7713974, 23300, 0
0, 0, 0, 7715986, 23988, 0
0, 0, 0, 7717998, 32632, 0
0, 0, 0, 7720011, 23000, 0
0, 0, 0, 7724032, 18536, 0
0, 0, 0, 7726044, 22183, 0
0, 0, 0, 7728056, 47103, 0
0, 0, 0, 7730068, 54335, 0
0, 0, 0, 7734089, 42283, 0
0, 0, 0, 7736101, 47857, 0
0, 0, 0, 7738113, 16892, 0
0, 0, 0, 7740125, 28633, 0
0, 0, 0, 7744146, 12154, 0
0, 0, 0, 7746158, 1942, 0
0, 0, 0, 7748170, 24073, 0
0, 0, 0, 7750182, 28716, 0
0, 0, 0, 7754204, 11429, 0
0, 0, 0, 7756216, 16727, 0
0, 0, 0, 7758228, 57204, 0
0, 0, 0, 7760240, 868, 0
0, 0, 0, 7764261, 15556, 0
0, 0, 0, 7766273, 24495, 0
0, 0, 0, 7768285, 45333, 0
0, 0, 0, 7770297, 34344, 0
0, 0, 0, 7774318, 49060, 0
0, 0, 0, 7776330, 20713, 0
0, 0, 0, 7778342, 5719, 0
0, 0, 0, 7780354, 12251, 0
0, 0, 0, 7784375, 25182, 0
0, 0, 0, 7786387, 20512, 0
0, 0, 0, 7788399, 21755, 0
0, 0, 0, 7790411, 49208, 0
0, 0, 0, 7792423, 54696, 0
0, 0, 0, 7796444, 78, 0
0, 0, 0, 7798456, 34726, 0
0, 0, 0, 7800468, 50964, 0
0, 0, 0, 7802485, 36243, 0
0, 0, 0, 7806511, 55077, 0
0, 0, 0, 7808523, 37974, 0
0, 0, 0, 7810561, 34340, 0
0, 0, 0, 7812573, 58948, 0
0, 0, 0, 7816594, 13023, 0
0, 0, 0, 7818606, 1369, 0
0, 0, 0, 7820618, 32141, 0
0, 0, 0, 7822630, 60739, 0
0, 0, 0, 7826653, 38779, 0
0, 0, 0, 7828665, 48062, 0
0, 0, 0, 7830677, 19344, 0
0, 0, 0, 7832689, 38678, 0
0, 0, 0, 7836710, 38281, 0
0, 0, 0, 7838722, 22685, 0
0, 0, 0, 7840734, 57470, 0
0, 0, 0, 7842746, 47991, 0
0, 0, 0, 7846767, 5830, 0
0, 0, 0, 7848779, 4911, 0
0, 0, 0, 7850791, 30502, 0
0, 0, 0, 7852803, 8856, 0
0, 0, 0, 7856824, 1672, 0
0, 0, 0, 7858836, 36341, 0
0, 0, 0, 7860848, 31156, 0
0, 0, 0, 7862860, 14896, 0
0, 0, 0, 7866882, 36308, 0
0, 0, 0, 7868894, 47412, 0
0, 0, 0, 7870906, 18589, 0
0, 0, 0, 7872918, 7226, 0
0, 0, 0, 7874930, 26637, 0
0, 0, 0, 7878951, 54799, 0
0, 0, 0, 7880963, 59069, 0
0, 0, 0, 7882975, 559, 0
0, 0, 0, 7884987, 60833, 0
0, 0, 0, 7889009, 12279, 0
0, 0, 0, 7891021, 8463, 0
0, 0, 0, 7893033, 37081, 0
0, 0, 0, 7895045, 37224, 0
0, 0, 0, 7899066, 58100, 0
0, 0, 0, 7901078, 729, 0
0, 0, 0, 7903095, 51516, 0
0, 0, 0, 7905107, 11176, 0
0, 0, 0, 7909132, 20789, 0
0, 0, 0, 7911144, 1765, 0
0, 0, 0, 7913156, 30095, 0
0, 0, 0, 7915168, 65066, 0
0, 0, 0, 7919205, 22989, 0
0, 0, 0, 7921217, 38082, 0
0, 0, 0, 7923229, 25664, 0
0, 0, 0, 7925241, 4033, 0
0, 0, 0, 7929262, 39631, 0
0, 0, 0, 7931274, 11346, 0
0, 0, 0, 7933286, 24945, 0
