skippedBeat, drNoTrigger, missingData, timestep (us), accelX, accelY
0, 0, 0, 6857770, 62509, 0
0, 0, 0, 6859786, 36047, 0
0, 0, 0, 6861799, 63046, 0
0, 0, 0, 6863811, 12585, 0
0, 0, 0, 6867832, 23300, 0
0, 0, 0, 6869845, 23988, 0
0, 0, 0, 6871857, 32632, 0
0, 0, 0, 6873869, 23000, 0
0, 0, 0, 6877891, 18536, 0
0, 0, 0, 6879903, 22183, 0
0, 0, 0, 6881915, 47103, 0
0, 0, 0, 6883927, 54335, 0
0, 0, 0, 6887949, 42283, 0
0, 0, 0, 6889961, 47857, 0
0, 0, 0, 6891973, 16892, 0
0, 0, 0, 6893985, 28633, 0
0, 0, 0, 6898007, 12154, 0
0, 0, 0, 6900019, 1942, 0
0, 0, 0, 6902032, 24073, 0
0, 0, 0, 6904044, 28716, 0
0, 0, 0, 6908065, 11429, 0
0, 0, 0, 6910078, 16727, 0
0, 0, 0, 6912090, 57204, 0
0, 0, 0, 6914102, 868, 0
0, 0, 0, 6918124, 15556, 0
0, 0, 0, 6920136, 24495, 0
0, 0, 0, 6922148, 45333, 0
0, 0, 0, 6924160, 34344, 0
0, 0, 0, 6928183, 49060, 0
0, 0, 0, 6930195, 20713, 0
0, 0, 0, 6932207, 5719, 0
0, 0, 0, 6934220, 12251, 0
0, 0, 0, 6938241, 25182, 0
0, 0, 0, 6940253, 20512, 0
0, 0, 0, 6942266, 21755, 0
0, 0, 0, 6944278, 49208, 0
0, 0, 0, 6946290, 54696, 0
0, 0, 0, 6950312, 78, 0
0, 0, 0, 6952324, 34726, 0
0, 0, 0, 6954336, 50964, 0
0, 0, 0, 6956352, 36243, 0
0, 0, 0, 6960378, 55077, 0
0, 0, 0, 6962390, 37974, 0
0, 0, 0, 6964428, 34340, 0
0, 0, 0, 6966440, 58948, 0
0, 0, 0, 6970462, 13023, 0
0, 0, 0, 6972474, 1369, 0
0, 0, 0, 6974486, 32141, 0
0, 0, 0, 6976498, 60739, 0
0, 0, 0, 6980520, 38779, 0
0, 0, 0, 6982532, 48062, 0
0, 0, 0, 6984544, 19344, 0
0, 0, 0, 6986556, 38678, 0
0, 0, 0, 6990578, 38281, 0
0, 0, 0, 6992590, 22685, 0
0, 0, 0, 6994603, 57470, 0
0, 0, 0, 6996615, 47991, 0
0, 0, 0, 7000636, 5830, 0
0, 0, 0, 7002649, 4911, 0
0, 0, 0, 7004661, 30502, 0
0, 0, 0, 7006673, 8856, 0
0, 0, 0, 7010694, 1672, 0
0, 0, 0, 7012707, 36341, 0
0, 0, 0, 7014719, 31156, 0
0, 0, 0, 7016731, 14896, 0
0, 0, 0, 7018743, 36308, 0
0, 0, 0, 7022765, 47412, 0
0, 0, 0, 7024777, 18589, 0
0, 0, 0, 7026789, 7226, 0
0, 0, 0, 7028801, 26637, 0
0, 0, 0, 7032823, 54799, 0
0, 0, 0, 7034835, 59069, 0
0, 0, 0, 7036847, 559, 0
0, 0, 0, 7038859, 60833, 0
0, 0, 0, 7042881, 12279, 0
0, 0, 0, 7044893, 8463, 0
0, 0, 0, 7046905, 37081, 0
0, 0, 0, 7048918, 37224, 0
0, 0, 0, 7052939, 58100, 0
0, 0, 0, 7054952, 729, 0
0, 0, 0, 7056968, 51516, 0
0, 0, 0, 7058980, 11176, 0
0, 0, 0, 7063006, 20789, 0
0, 0, 0, 7065018, 1765, 0
0, 0, 0, 7067030, 30095, 0
0, 0, 0, 7069043, 65066, 0
0, 0, 0, 7073079, 22989, 0
0, 0, 0, 7075091, 38082, 0
0, 0, 0, 7077103, 25664, 0
0, 0, 0, 7079116, 4033, 0
0, 0, 0, 7083137, 39631, 0
0, 0, 0, 7085149, 11346, 0
0, 0, 0, 7087161, 24945, 0
0, 0, 0, 7089174, 65130, 0
0, 0, 0, 7093197, 31346, 0
0, 0, 0, 7095209, 15145, 0
0, 0, 0, 7097221, 35, 0
0, 0, 0, 7099234, 40368, 0
0, 0, 0, 7101246, 23131, 0
0, 0, 0, 7105267, 42267, 0
0, 0, 0, 7107280, 45475, 0
0, 0, 0, 7109292, 34602, 0
0, 0, 0, 7111304, 32386, 0
0, 0, 0, 7115326, 38024, 0
0, 0, 0, 7117338, 23364, 0
0, 0, 0, 7119350, 52249, 0
0, 0, 0, 7121362, 11022, 0
0, 0, 0, 7125384, 22064, 0
0, 0, 0, 7127396, 29170, 0
0, 0, 0, 7129408, 21867, 0
0, 0, 0, 7131420, 27299, 0
0, 0, 0, 7135442, 55470, 0
0, 0, 0, 7137454, 12303, 0
0, 0, 0, 7139466, 35460, 0
0, 0, 0, 7141478, 32205, 0
0, 0, 0, 7145500, 32585, 0
0, 0, 0, 7147512, 46806, 0
0, 0, 0, 7149524, 57987, 0
0, 0, 0, 7151537, 7490, 0
0, 0, 0, 7155558, 19479, 0
0, 0, 0, 7157575, 65511, 0
0, 0, 0, 7159587, 8099, 0
0, 0, 0, 7161603, 32825, 0
0, 0, 0, 7165625, 3219, 0
0, 0, 0, 7167637, 32883, 0
0, 0, 0, 7169649, 43974, 0
0, 0, 0, 7171661, 20198, 0
0, 0, 0, 7175683, 7921, 0
0, 0, 0, 7177710, 1162, 0
0, 0, 0, 7179722, 43262, 0
0, 0, 0, 7181734, 44065, 0
0, 0, 0, 7183746, 9243, 0
0, 0, 0, 7187768, 49433, 0
0, 0, 0, 7189780, 35710, 0
0, 0, 0, 7191792, 63716, 0
0, 0, 0, 7193804, 27509, 0
0, 0, 0, 7197826, 15502, 0
0, 0, 0, 7199838, 64710, 0
0, 0, 0, 7201850, 38279, 0
0, 0, 0, 7203863, 8325, 0
0, 0, 0, 7207884, 48216, 0
0, 0, 0, 7209896, 21725, 0
0, 0, 0, 7211909, 12324, 0
0, 0, 0, 7213921, 8422, 0
0, 0, 0, 7217942, 20125, 0
0, 0, 0, 7219955, 24157, 0
0, 0, 0, 7221967, 12868, 0
0, 0, 0, 7223979, 24640, 0
