skippedBeat, drNoTrigger, missingData, timestep (us), accelX, accelY
0, 0, 0, 6792965, 62509, 0
0, 0, 0, 6794981, 36047, 0
0, 0, 0, 6796993, 63046, 0
0, 0, 0, 6799005, 12585, 0
0, 0, 0, 6803027, 23300, 0
0, 0, 0, 6805039, 23988, 0
0, 0, 0, 6807051, 32632, 0
0, 0, 0, 6809063, 23000, 0
0, 0, 0, 6813084, 18536, 0
0, 0, 0, 6815096, 22183, 0
0, 0, 0, 6817108, 47103, 0
0, 0, 0, 6819120, 54335, 0
0, 0, 0, 6823141, 42283, 0
0, 0, 0, 6825153, 47857, 0
0, 0, 0, 6827165, 16892, 0
0, 0, 0, 6829177, 28633, 0
0, 0, 0, 6833199, 12154, 0
0, 0, 0, 6835211, 1942, 0
0, 0, 0, 6837224, 24073, 0
0, 0, 0, 6839236, 28716, 0
0, 0, 0, 6843257, 11429, 0
0, 0, 0, 6845269, 16727, 0
0, 0, 0, 6847281, 57204, 0
0, 0, 0, 6849293, 868, 0
0, 0, 0, 6853314, 15556, 0
0, 0, 0, 6855326, 24495, 0
0, 0, 0, 6857338, 45333, 0
0, 0, 0, 6859350, 34344, 0
0, 0, 0, 6863372, 49060, 0
0, 0, 0, 6865384, 20713, 0
0, 0, 0, 6867396, 5719, 0
0, 0, 0, 6869408, 12251, 0
0, 0, 0, 6873429, 25182, 0
0, 0, 0, 6875441, 20512, 0
0, 0, 0, 6877453, 21755, 0
0, 0, 0, 6879465, 49208, 0
0, 0, 0, 6881477, 54696, 0
0, 0, 0, 6885499, 78, 0
0, 0, 0, 6887511, 34726, 0
0, 0, 0, 6889523, 50964, 0
0, 0, 0, 6891540, 36243, 0
0, 0, 0, 6895565, 55077, 0
0, 0, 0, 6897577, 37974, 0
0, 0, 0, 6899616, 34340, 0
0, 0, 0, 6901628, 58948, 0
0, 0, 0, 6905649, 13023, 0
0, 0, 0, 6907661, 1369, 0
0, 0, 0, 6909673, 32141, 0
0, 0, 0, 6911685, 60739, 0
0, 0, 0, 6915706, 38779, 0
0, 0, 0, 6917718, 48062, 0
0, 0, 0, 6919730, 19344, 0
0, 0, 0, 6921742, 38678, 0
0, 0, 0, 6925764, 38281, 0
