skippedBeat, drNoTrigger, missingData, timestep (us), accelX, accelY
0, 0, 0, 7853561, 62509, 0
0, 0, 0, 7855577, 36047, 0
0, 0, 0, 7857589, 63046, 0
0, 0, 0, 7859601, 12585, 0
0, 0, 0, 7863622, 23300, 0
0, 0, 0, 7865634, 23988, 0
0, 0, 0, 7867647, 32632, 0
0, 0, 0, 7869659, 23000, 0
0, 0, 0, 7873680, 18536, 0
0, 0, 0, 7875692, 22183, 0
0, 0, 0, 7877704, 47103, 0
0, 0, 0, 7879716, 54335, 0
0, 0, 0, 7883738, 42283, 0
0, 0, 0, 7885750, 47857, 0
0, 0, 0, 7887762, 16892, 0
0, 0, 0, 7889774, 28633, 0
0, 0, 0, 7893796, 12154, 0
0, 0, 0, 7895808, 1942, 0
0, 0, 0, 7897820, 24073, 0
0, 0, 0, 7899832, 28716, 0
0, 0, 0, 7903853, 11429, 0
0, 0, 0, 7905866, 16727, 0
0, 0, 0, 7907878, 57204, 0
0, 0, 0, 7909890, 868, 0
0, 0, 0, 7913911, 15556, 0
0, 0, 0, 7915923, 24495, 0
0, 0, 0, 7917935, 45333, 0
0, 0, 0, 7919948, 34344, 0
0, 0, 0, 7923969, 49060, 0
0, 0, 0, 7925981, 20713, 0
0, 0, 0, 7927995, 5719, 0
0, 0, 0, 7930007, 12251, 0
0, 0, 0, 7934029, 25182, 0
0, 0, 0, 7936041, 20512, 0
0, 0, 0, 7938053, 21755, 0
0, 0, 0, 7940065, 49208, 0
0, 0, 0, 7942077, 54696, 0
0, 0, 0, 7946098, 78, 0
0, 0, 0, 7948110, 34726, 0
0, 0, 0, 7950123, 50964, 0
0, 0, 0, 7952139, 36243, 0
0, 0, 0, 7956164, 55077, 0
0, 0, 0, 7958176, 37974, 0
0, 0, 0, 7960215, 34340, 0
0, 0, 0, 7962227, 58948, 0
0, 0, 0, 7966248, 13023, 0
0, 0, 0, 7968260, 1369, 0
0, 0, 0, 7970272, 32141, 0
0, 0, 0, 7972284, 60739, 0
0, 0, 0, 7976306, 38779, 0
0, 0, 0, 7978318, 48062, 0
0, 0, 0, 7980330, 19344, 0
0, 0, 0, 7982342, 38678, 0
0, 0, 0, 7986364, 38281, 0
0, 0, 0, 7988376, 22685, 0
0, 0, 0, 7990388, 57470, 0
0, 0, 0, 7992400, 47991, 0
0, 0, 0, 7996421, 5830, 0
0, 0, 0, 7998434, 4911, 0
0, 0, 0, 8000446, 30502, 0
0, 0, 0, 8002458, 8856, 0
0, 0, 0, 8006479, 1672, 0
0, 0, 0, 8008491, 36341, 0
0, 0, 0, 8010503, 31156, 0
0, 0, 0, 8012515, 14896, 0
0, 0, 0, 8016537, 36308, 0
0, 0, 0, 8018549, 47412, 0
0, 0, 0, 8020561, 18589, 0
0, 0, 0, 8022573, 7226, 0
0, 0, 0, 8024585, 26637, 0
0, 0, 0, 8028607, 54799, 0
0, 0, 0, 8030619, 59069, 0
0, 0, 0, 8032631, 559, 0
0, 0, 0, 8034643, 60833, 0
0, 0, 0, 8038665, 12279, 0
0, 0, 0, 8040677, 8463, 0
0, 0, 0, 8042689, 37081, 0
0, 0, 0, 8044701, 37224, 0
0, 0, 0, 8048722, 58100, 0
0, 0, 0, 8050735, 729, 0
0, 0, 0, 8052751, 51516, 0
0, 0, 0, 8054763, 11176, 0
0, 0, 0, 8058788, 20789, 0
0, 0, 0, 8060800, 1765, 0
0, 0, 0, 8062812, 30095, 0
0, 0, 0, 8064824, 65066, 0
0, 0, 0, 8068861, 22989, 0
0, 0, 0, 8070873, 38082, 0
0, 0, 0, 8072885, 25664, 0
0, 0, 0, 8074898, 4033, 0
0, 0, 0, 8078919, 39631, 0
0, 0, 0, 8080931, 11346, 0
0, 0, 0, 8082943, 24945, 0
0, 0, 0, 8084955, 65130, 0
0, 0, 0, 8088977, 31346, 0
0, 0, 0, 8090990, 15145, 0
0, 0, 0, 8093003, 35, 0
0, 0, 0, 8095015, 40368, 0
0, 0, 0, 8099036, 23131, 0
0, 0, 0, 8101048, 42267, 0
0, 0, 0, 8103060, 45475, 0
0, 0, 0, 8105072, 34602, 0
0, 0, 0, 8107085, 32386, 0
0, 0, 0, 8111106, 38024, 0
0, 0, 0, 8113118, 23364, 0
0, 0, 0, 8115130, 52249, 0
0, 0, 0, 8117142, 11022, 0
0, 0, 0, 8121164, 22064, 0
0, 0, 0, 8123176, 29170, 0
0, 0, 0, 8125188, 21867, 0
0, 0, 0, 8127200, 27299, 0
0, 0, 0, 8131222, 55470, 0
0, 0, 0, 8133234, 12303, 0
0, 0, 0, 8135246, 35460, 0
0, 0, 0, 8137258, 32205, 0
0, 0, 0, 8141279, 32585, 0
0, 0, 0, 8143292, 46806, 0
0, 0, 0, 8145304, 57987, 0
0, 0, 0, 8147316, 7490, 0
0, 0, 0, 8151337, 19479, 0
0, 0, 0, 8153354, 65511, 0
0, 0, 0, 8155366, 8099, 0
0, 0, 0, 8157382, 32825, 0
0, 0, 0, 8161403, 3219, 0
0, 0, 0, 8163415, 32883, 0
0, 0, 0, 8165427, 43974, 0
0, 0, 0, 8167439, 20198, 0
0, 0, 0, 8171461, 7921, 0
0, 0, 0, 8173488, 1162, 0
0, 0, 0, 8175500, 43262, 0
0, 0, 0, 8177512, 44065, 0
0, 0, 0, 8181534, 9243, 0
0, 0, 0, 8183546, 49433, 0
0, 0, 0, 8185558, 35710, 0
0, 0, 0, 8187570, 63716, 0
0, 0, 0, 8189582, 27509, 0
0, 0, 0, 8193604, 15502, 0
0, 0, 0, 8195616, 64710, 0
0, 0, 0, 8197628, 38279, 0
0, 0, 0, 8199640, 8325, 0
0, 0, 0, 8203661, 48216, 0
0, 0, 0, 8205674, 21725, 0
0, 0, 0, 8207686, 12324, 0
0, 0, 0, 8209698, 8422, 0
0, 0, 0, 8213719, 20125, 0
0, 0, 0, 8215731, 24157, 0
0, 0, 0, 8217743, 12868, 0
0, 0, 0, 8219755, 24640, 0
0, 0, 0, 8223777, 42635, 0
0, 0, 0, 8225789, 36954, 0
0, 0, 0, 8227801, 61987, 0
0, 0, 0, 8229813, 47710, 0
0, 0, 0, 8233835, 23977, 0
0, 0, 0, 8235847, 24047, 0
0, 0, 0, 8237859, 53996, 0
0, 0, 0, 8239871, 65087, 0
0, 0, 0, 8243892, 14225, 0
0, 0, 0, 8245905, 6556, 0
0, 0, 0, 8247917, 43898, 0
0, 0, 0, 8249929, 43585, 0
0, 0, 0, 8253955, 57111, 0
0, 0, 0, 8255970, 56088, 0
0, 0, 0, 8257984, 22898, 0
0, 0, 0, 8259996, 44779, 0
0, 0, 0, 8264018, 50694, 0
0, 0, 0, 8266030, 31730, 0
0, 0, 0, 8268042, 24465, 0
0, 0, 0, 8270054, 25838, 0
0, 0, 0, 8272066, 4792, 0
0, 0, 0, 8276088, 31340, 0
0, 0, 0, 8278100, 59070, 0
0, 0, 0, 8280127, 39385, 0
0, 0, 0, 8282139, 31540, 0
0, 0, 0, 8286161, 15863, 0
0, 0, 0, 8288173, 21044, 0
0, 0, 0, 8290185, 61219, 0
0, 0, 0, 8292197, 58118, 0
0, 0, 0, 8296218, 60794, 0
0, 0, 0, 8298230, 15667, 0
0, 0, 0, 8300243, 7792, 0
0, 0, 0, 8302255, 17047, 0
0, 0, 0, 8306276, 55511, 0
0, 0, 0, 8308288, 58450, 0
0, 0, 0, 8310300, 50706, 0
0, 0, 0, 8312312, 45813, 0
0, 0, 0, 8316334, 13438, 0
0, 0, 0, 8318346, 29394, 0
0, 0, 0, 8320358, 65428, 0
0, 0, 0, 8322370, 17045, 0
0, 0, 0, 8326392, 56166, 0
0, 0, 0, 8328404, 65030, 0
0, 0, 0, 8330416, 57635, 0
0, 0, 0, 8332428, 62809, 0
0, 0, 0, 8336449, 33010, 0
0, 0, 0, 8338462, 17007, 0
0, 0, 0, 8340474, 30714, 0
0, 0, 0, 8342486, 61159, 0
0, 0, 0, 8346507, 46316, 0
0, 0, 0, 8348519, 57513, 0
0, 0, 0, 8350531, 28390, 0
0, 0, 0, 8352548, 22699, 0
0, 0, 0, 8354560, 38826, 0
0, 0, 0, 8358585, 22585, 0
0, 0, 0, 8360597, 14015, 0
0, 0, 0, 8362609, 8122, 0
0, 0, 0, 8364622, 55135, 0
0, 0, 0, 8368643, 38053, 0
0, 0, 0, 8370655, 51377, 0
0, 0, 0, 8372667, 55470, 0
0, 0, 0, 8374679, 33060, 0
0, 0, 0, 8378701, 23169, 0
0, 0, 0, 8380713, 14689, 0
0, 0, 0, 8382725, 2954, 0
0, 0, 0, 8384737, 19576, 0
0, 0, 0, 8388774, 22341, 0
0, 0, 0, 8390786, 59876, 0
0, 0, 0, 8392798, 9788, 0
0, 0, 0, 8394810, 65095, 0
0, 0, 0, 8398832, 11384, 0
0, 0, 0, 8400844, 58937, 0
0, 0, 0, 8402856, 35911, 0
0, 0, 0, 8404868, 31943, 0
0, 0, 0, 8408889, 30109, 0
0, 0, 0, 8410901, 33241, 0
0, 0, 0, 8412913, 35914, 0
0, 0, 0, 8414926, 38831, 0
0, 0, 0, 8418947, 64865, 0
0, 0, 0, 8420959, 45079, 0
0, 0, 0, 8422973, 47931, 0
0, 0, 0, 8424985, 50109, 0
0, 0, 0, 8429007, 57962, 0
0, 0, 0, 8431019, 30965, 0
0, 0, 0, 8433031, 51152, 0
0, 0, 0, 8435043, 13636, 0
0, 0, 0, 8437055, 9051, 0
0, 0, 0, 8441076, 59793, 0
0, 0, 0, 8443088, 43469, 0
0, 0, 0, 8445101, 32607, 0
0, 0, 0, 8447113, 36213, 0
0, 0, 0, 8451134, 31583, 0
0, 0, 0, 8453151, 12097, 0
0, 0, 0, 8455163, 64440, 0
0, 0, 0, 8457179, 34261, 0
0, 0, 0, 8461200, 17464, 0
0, 0, 0, 8463212, 53255, 0
0, 0, 0, 8465224, 38398, 0
0, 0, 0, 8467236, 5080, 0
0, 0, 0, 8471258, 52570, 0
0, 0, 0, 8473270, 1201, 0
0, 0, 0, 8475282, 46383, 0
0, 0, 0, 8477294, 30790, 0
0, 0, 0, 8481316, 50620, 0
0, 0, 0, 8483328, 46222, 0
0, 0, 0, 8485340, 61493, 0
0, 0, 0, 8487352, 51498, 0
0, 0, 0, 8491374, 22328, 0
0, 0, 0, 8493401, 58572, 0
0, 0, 0, 8495413, 18986, 0
0, 0, 0, 8497425, 23215, 0
0, 0, 0, 8501446, 49839, 0
0, 0, 0, 8503459, 21602, 0
0, 0, 0, 8505471, 8463, 0
0, 0, 0, 8507483, 23174, 0
0, 0, 0, 8511504, 30837, 0
0, 0, 0, 8513516, 62293, 0
0, 0, 0, 8515528, 51060, 0
0, 0, 0, 8517540, 8732, 0
0, 0, 0, 8519553, 44144, 0
0, 0, 0, 8523574, 60323, 0
0, 0, 0, 8525586, 27145, 0
0, 0, 0, 8527598, 25827, 0
0, 0, 0, 8529610, 52063, 0
0, 0, 0, 8533632, 44222, 0
0, 0, 0, 8535644, 7603, 0
0, 0, 0, 8537656, 4116, 0
0, 0, 0, 8539668, 13690, 0
0, 0, 0, 8543690, 62247, 0
0, 0, 0, 8545702, 29784, 0
0, 0, 0, 8547714, 18727, 0
0, 0, 0, 8549726, 37995, 0
0, 0, 0, 8553752, 8976, 0
0, 0, 0, 8555768, 11992, 0
0, 0, 0, 8557780, 23729, 0
0, 0, 0, 8559792, 32016, 0
0, 0, 0, 8563813, 29082, 0
0, 0, 0, 8565825, 31918, 0
0, 0, 0, 8567837, 20741, 0
0, 0, 0, 8569849, 8712, 0
0, 0, 0, 8573871, 58168, 0
0, 0, 0, 8575883, 56708, 0
0, 0, 0, 8577895, 27606, 0
0, 0, 0, 8579907, 39178, 0
0, 0, 0, 8583929, 8583, 0
0, 0, 0, 8585941, 19029, 0
0, 0, 0, 8587953, 55418, 0
0, 0, 0, 8589965, 58275, 0
0, 0, 0, 8593988, 52853, 0
0, 0, 0, 8596000, 43573, 0
0, 0, 0, 8598012, 21183, 0
0, 0, 0, 8600040, 62014, 0
0, 0, 0, 8602052, 26737, 0
0, 0, 0, 8606073, 7788, 0
0, 0, 0, 8608085, 43140, 0
0, 0, 0, 8610098, 30759, 0
0, 0, 0, 8612110, 55927, 0
0, 0, 0, 8616131, 63937, 0
0, 0, 0, 8618143, 63441, 0
0, 0, 0, 8620155, 32194, 0
0, 0, 0, 8622167, 44512, 0
0, 0, 0, 8626189, 54166, 0
0, 0, 0, 8628201, 101, 0
0, 0, 0, 8630213, 26144, 0
0, 0, 0, 8632225, 59748, 0
0, 0, 0, 8636247, 26733, 0
0, 0, 0, 8638259, 62324, 0
0, 0, 0, 8640271, 60167, 0
0, 0, 0, 8642283, 19467, 0
0, 0, 0, 8646304, 43613, 0
0, 0, 0, 8648316, 62343, 0
0, 0, 0, 8650328, 39264, 0
0, 0, 0, 8652345, 49630, 0
0, 0, 0, 8656370, 36023, 0
0, 0, 0, 8658382, 36189, 0
0, 0, 0, 8660394, 25739, 0
0, 0, 0, 8662406, 5764, 0
0, 0, 0, 8666428, 47670, 0
0, 0, 0, 8668440, 49888, 0
0, 0, 0, 8670452, 9147, 0
0, 0, 0, 8672464, 40383, 0
0, 0, 0, 8676486, 17559, 0
0, 0, 0, 8678498, 48773, 0
0, 0, 0, 8680510, 32418, 0
0, 0, 0, 8682522, 19978, 0
0, 0, 0, 8684534, 45761, 0
0, 0, 0, 8688556, 45402, 0
0, 0, 0, 8690568, 6216, 0
0, 0, 0, 8692580, 52508, 0
0, 0, 0, 8694592, 6089, 0
0, 0, 0, 8698613, 1221, 0
0, 0, 0, 8700625, 25993, 0
0, 0, 0, 8702637, 52073, 0
0, 0, 0, 8704650, 34002, 0
0, 0, 0, 8708686, 33706, 0
0, 0, 0, 8710698, 43570, 0
0, 0, 0, 8712710, 35279, 0
0, 0, 0, 8714722, 24945, 0
0, 0, 0, 8718744, 4552, 0
0, 0, 0, 8720756, 18903, 0
0, 0, 0, 8722768, 13844, 0
0, 0, 0, 8724780, 44625, 0
0, 0, 0, 8728802, 25762, 0
0, 0, 0, 8730814, 518, 0
0, 0, 0, 8732826, 20109, 0
0, 0, 0, 8734838, 54045, 0
0, 0, 0, 8738860, 62413, 0
0, 0, 0, 8740872, 28653, 0
0, 0, 0, 8742884, 15817, 0
0, 0, 0, 8744896, 16378, 0
0, 0, 0, 8748917, 18377, 0
0, 0, 0, 8750929, 32280, 0
0, 0, 0, 8752946, 54103, 0
0, 0, 0, 8754958, 31493, 0
0, 0, 0, 8758985, 17255, 0
0, 0, 0, 8760997, 9469, 0
0, 0, 0, 8763009, 2441, 0
0, 0, 0, 8765021, 18324, 0
0, 0, 0, 8767033, 7402, 0
0, 0, 0, 8771055, 19539, 0
0, 0, 0, 8773067, 14269, 0
0, 0, 0, 8775079, 50943, 0
0, 0, 0, 8777091, 9796, 0
0, 0, 0, 8781113, 12764, 0
0, 0, 0, 8783125, 24741, 0
0, 0, 0, 8785137, 5408, 0
0, 0, 0, 8787149, 14293, 0
0, 0, 0, 8791170, 32163, 0
0, 0, 0, 8793182, 57932, 0
0, 0, 0, 8795194, 1422, 0
0, 0, 0, 8797207, 37780, 0
0, 0, 0, 8801228, 12691, 0
0, 0, 0, 8803240, 32161, 0
0, 0, 0, 8805252, 54564, 0
0, 0, 0, 8807264, 14452, 0
0, 0, 0, 8811286, 56525, 0
0, 0, 0, 8813313, 13082, 0
0, 0, 0, 8815325, 42500, 0
0, 0, 0, 8817338, 15267, 0
0, 0, 0, 8821359, 30591, 0
0, 0, 0, 8823371, 64833, 0
0, 0, 0, 8825383, 13823, 0
0, 0, 0, 8827395, 32786, 0
0, 0, 0, 8831417, 62543, 0
0, 0, 0, 8833429, 22082, 0
0, 0, 0, 8835441, 61592, 0
0, 0, 0, 8837453, 49355, 0
0, 0, 0, 8841475, 61043, 0
0, 0, 0, 8843487, 63222, 0
0, 0, 0, 8845499, 16889, 0
0, 0, 0, 8847511, 55636, 0
0, 0, 0, 8851532, 51379, 0
0, 0, 0, 8853549, 18900, 0
0, 0, 0, 8855561, 7916, 0
0, 0, 0, 8857577, 38069, 0
0, 0, 0, 8859589, 36894, 0
0, 0, 0, 8863610, 65154, 0
0, 0, 0, 8865622, 17279, 0
0, 0, 0, 8867635, 26966, 0
0, 0, 0, 8869647, 56931, 0
0, 0, 0, 8873668, 35195, 0
0, 0, 0, 8875680, 42336, 0
0, 0, 0, 8877692, 51623, 0
0, 0, 0, 8879704, 49578, 0
0, 0, 0, 8883726, 39295, 0
0, 0, 0, 8885738, 27820, 0
0, 0, 0, 8887750, 18657, 0
0, 0, 0, 8889762, 11248, 0
0, 0, 0, 8893784, 51428, 0
0, 0, 0, 8895796, 7480, 0
0, 0, 0, 8897808, 31821, 0
0, 0, 0, 8899820, 2150, 0
0, 0, 0, 8903842, 38458, 0
0, 0, 0, 8905854, 5918, 0
0, 0, 0, 8907866, 17847, 0
0, 0, 0, 8909878, 39760, 0
0, 0, 0, 8913899, 46250, 0
0, 0, 0, 8915911, 38759, 0
0, 0, 0, 8917923, 10040, 0
0, 0, 0, 8919951, 9952, 0
0, 0, 0, 8923974, 44014, 0
0, 0, 0, 8925986, 50358, 0
