skippedBeat, drNoTrigger, missingData, timestep (us), accelX, accelY
0, 0, 0, 6623349, 62509, 0
0, 0, 0, 6626364, 36047, 0
0, 0, 0, 6629378, 63046, 0
0, 0, 0, 6632392, 12585, 0
1, 0, 0, 6635420, 23300, 0
0, 0, 0, 6638434, 23988, 0
0, 0, 0, 6641449, 32632, 0
0, 0, 0, 6644463, 23000, 0
0, 0, 0, 6647477, 18536, 0
1, 0, 0, 6650506, 22183, 0
0, 0, 0, 6653520, 47103, 0
0, 0, 0, 6656535, 54335, 0
0, 0, 0, 6659549, 42283, 0
0, 0, 0, 6662563, 47857, 0
1, 0, 0, 6712487, 16892, 0
1, 0, 0, 6715513, 28633, 0
0, 0, 0, 6718527, 12154, 0
0, 0, 0, 6721540, 1942, 0
0, 0, 0, 6724558, 24073, 0
0, 0, 0, 6727572, 28716, 0
1, 0, 0, 6730597, 11429, 0
0, 0, 0, 6733611, 16727, 0
0, 0, 0, 6736625, 57204, 0
0, 0, 0, 6739639, 868, 0
0, 0, 0, 6742653, 15556, 0
1, 0, 0, 6745678, 24495, 0
0, 0, 0, 6748692, 45333, 0
0, 0, 0, 6751706, 34344, 0
0, 0, 0, 6754720, 49060, 0
0, 0, 0, 6757734, 20713, 0
1, 0, 0, 6760759, 5719, 0
0, 0, 0, 6763773, 12251, 0
0, 0, 0, 6766787, 25182, 0
0, 0, 0, 6769801, 20512, 0
0, 0, 0, 6772815, 21755, 0
1, 0, 0, 6775840, 49208, 0
0, 0, 0, 6778854, 54696, 0
0, 0, 0, 6781868, 78, 0
0, 0, 0, 6784882, 34726, 0
1, 0, 0, 6787907, 50964, 0
0, 0, 0, 6790921, 36243, 0
0, 0, 0, 6793935, 55077, 0
0, 0, 0, 6796949, 37974, 0
0, 0, 0, 6799989, 34340, 0
1, 0, 0, 6803015, 58948, 0
0, 0, 0, 6806029, 13023, 0
0, 0, 0, 6809042, 1369, 0
0, 0, 0, 6812056, 32141, 0
0, 0, 0, 6815070, 60739, 0
1, 0, 0, 6818097, 38779, 0
0, 0, 0, 6821111, 48062, 0
0, 0, 0, 6824129, 19344, 0
0, 0, 0, 6827143, 38678, 0
0, 0, 0, 6830157, 38281, 0
1, 0, 0, 6833182, 22685, 0
0, 0, 0, 6836196, 57470, 0
0, 0, 0, 6839210, 47991, 0
0, 0, 0, 6842224, 5830, 0
0, 0, 0, 6845238, 4911, 0
1, 0, 0, 6848263, 30502, 0
0, 0, 0, 6851277, 8856, 0
0, 0, 0, 6854291, 1672, 0
0, 0, 0, 6857305, 36341, 0
0, 0, 0, 6860319, 31156, 0
1, 0, 0, 6863344, 14896, 0
0, 0, 0, 6866358, 36308, 0
0, 0, 0, 6869372, 47412, 0
0, 0, 0, 6872386, 18589, 0
1, 0, 0, 6875412, 7226, 0
0, 0, 0, 6878425, 26637, 0
0, 0, 0, 6881439, 54799, 0
0, 0, 0, 6884453, 59069, 0
0, 0, 0, 6887467, 559, 0
1, 0, 0, 6890493, 60833, 0
0, 0, 0, 6893506, 12279, 0
0, 0, 0, 6896520, 8463, 0
0, 0, 0, 6899534, 37081, 0
0, 0, 0, 6902548, 37224, 0
1, 0, 0, 6905573, 58100, 0
0, 0, 0, 6908587, 729, 0
0, 0, 0, 6911601, 51516, 0
0, 0, 0, 6914615, 11176, 0
0, 0, 0, 6917629, 20789, 0
1, 0, 0, 6920654, 1765, 0
0, 0, 0, 6923672, 30095, 0
0, 0, 0, 6926686, 65066, 0
0, 0, 0, 6929715, 22989, 0
0, 0, 0, 6932729, 38082, 0
1, 0, 0, 6935754, 25664, 0
0, 0, 0, 6938768, 4033, 0
0, 0, 0, 6941782, 39631, 0
0, 0, 0, 6944796, 11346, 0
0, 0, 0, 6947809, 24945, 0
1, 0, 0, 6950835, 65130, 0
0, 0, 0, 6953849, 31346, 0
0, 0, 0, 6956863, 15145, 0
0, 0, 0, 6959877, 35, 0
1, 0, 0, 6962902, 40368, 0
0, 0, 0, 6965916, 23131, 0
0, 0, 0, 6968930, 42267, 0
0, 0, 0, 6971944, 45475, 0
0, 0, 0, 6974957, 34602, 0
1, 0, 0, 6977983, 32386, 0
0, 0, 0, 6980997, 38024, 0
0, 0, 0, 6984011, 23364, 0
0, 0, 0, 6987025, 52249, 0
0, 0, 0, 6990038, 11022, 0
1, 0, 0, 6993064, 22064, 0
0, 0, 0, 6996079, 29170, 0
0, 0, 0, 6999093, 21867, 0
0, 0, 0, 7002107, 27299, 0
0, 0, 0, 7005121, 55470, 0
1, 0, 0, 7008146, 12303, 0
0, 0, 0, 7011160, 35460, 0
0, 0, 0, 7014174, 32205, 0
0, 0, 0, 7017188, 32585, 0
0, 0, 0, 7020202, 46806, 0
1, 0, 0, 7023227, 57987, 0
0, 0, 0, 7026245, 7490, 0
0, 0, 0, 7029259, 19479, 0
0, 0, 0, 7032273, 65511, 0
0, 0, 0, 7035286, 8099, 0
1, 0, 0, 7038312, 32825, 0
0, 0, 0, 7041326, 3219, 0
0, 0, 0, 7044340, 32883, 0
0, 0, 0, 7047354, 43974, 0
1, 0, 0, 7050379, 20198, 0
0, 0, 0, 7053393, 7921, 0
0, 0, 0, 7056422, 1162, 0
0, 0, 0, 7059436, 43262, 0
0, 0, 0, 7062449, 44065, 0
1, 0, 0, 7065475, 9243, 0
0, 0, 0, 7068489, 49433, 0
0, 0, 0, 7071503, 35710, 0
0, 0, 0, 7074516, 63716, 0
0, 0, 0, 7077530, 27509, 0
1, 0, 0, 7080556, 15502, 0
0, 0, 0, 7083569, 64710, 0
0, 0, 0, 7086583, 38279, 0
0, 0, 0, 7089597, 8325, 0
0, 0, 0, 7092611, 48216, 0
1, 0, 0, 7095636, 21725, 0
0, 0, 0, 7098650, 12324, 0
0, 0, 0, 7101664, 8422, 0
0, 0, 0, 7104678, 20125, 0
0, 0, 0, 7107692, 24157, 0
1, 0, 0, 7110717, 12868, 0
0, 0, 0, 7113731, 24640, 0
0, 0, 0, 7116745, 42635, 0
0, 0, 0, 7119759, 36954, 0
0, 0, 0, 7122772, 61987, 0
1, 0, 0, 7125802, 47710, 0
0, 0, 0, 7128816, 23977, 0
0, 0, 0, 7131830, 24047, 0
0, 0, 0, 7134843, 53996, 0
1, 0, 0, 7137869, 65087, 0
0, 0, 0, 7140883, 14225, 0
0, 0, 0, 7143897, 6556, 0
0, 0, 0, 7146911, 43898, 0
0, 0, 0, 7149924, 43585, 0
1, 0, 0, 7152950, 57111, 0
0, 0, 0, 7155964, 56088, 0
0, 0, 0, 7158978, 22898, 0
0, 0, 0, 7161992, 44779, 0
0, 0, 0, 7165006, 50694, 0
1, 0, 0, 7168031, 31730, 0
0, 0, 0, 7171045, 24465, 0
